ath:AT3G55730	PF00249,PF09787,PF13921
ath:AT1G77940	PF01248
ath:AT4G21660	PF04037,PF04046
ath:AT3G63500	PF07227
ath:AT2G25500	PF00107,PF02545
ath:AT1G19835	PF04582,PF05911
ath:AT1G62370	PF00097,PF13639,PF13920,PF13923,PF14570,PF14634,PF15227
ath:AT1G14860	PF00293
ath:AT2G02480	PF00004,PF05496,PF12169,PF13173,PF13177,PF13207,PF13238,PF13401
ath:AT1G70140	PF02181
ath:AT5G55530	PF00168
ath:AT4G39220	PF03248
ath:AT4G17530	PF00004,PF00009,PF00025,PF00071,PF00735,PF01926,PF02421,PF03193,PF04670,PF07728,PF08477,PF09439,PF13191,PF13401,PF13555
ath:AT2G39740	PF01909,PF03828,PF09249
ath:AT2G24170	PF02990,PF05425
ath:AT3G22110	PF00227,PF10584
ath:AT5G05150	PF00400,PF03178
ath:AT3G62170	PF01095,PF04043
ath:AT3G10700	PF00288,PF08544,PF10509
ath:AT3G14660	PF00067,PF07219
ath:AT1G80420	PF00533,PF05501,PF12738,PF14062
ath:AT1G32910	PF02458
ath:AT1G18500	PF00682,PF08502
ath:AT5G06690	PF00085,PF02966,PF13098,PF13462,PF13743,PF13899,PF13905
ath:AT4G02280	PF00534,PF00862,PF08222,PF13524,PF13692
ath:AT3G58040	PF03145,PF05605,PF13920,PF13923,PF14835
ath:AT3G50760	PF01501
ath:AT3G49050	PF01764,PF03893,PF12695
ath:AT1G72970	PF00732,PF00890,PF01266,PF05199,PF05834,PF07992,PF13450
ath:AT5G19390	PF00169,PF00620,PF09720,PF11336,PF14389,PF15413
ath:AT1G17170	PF00043,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT2G20530	PF01145,PF09194
ath:AT5G10500	PF01166,PF07765
ath:AT4G20010	PF00436
ath:AT1G68840	PF00847,PF02362,PF03754
ath:AT2G42220	PF00581
ath:AT1G05760	PF01419
ath:AT5G50560	PF05425,PF11820,PF12442
ath:AT4G12560	PF00646,PF07734,PF08268,PF12937
ath:AT3G54400	PF00026,PF14541,PF14543
ath:AT2G16400	PF00046,PF03938,PF05920,PF06295,PF07526,PF14643
ath:AT2G34770	PF04116,PF04715
ath:AT2G43760	PF02391
ath:AT5G24740	PF12624
ath:AT4G34250	PF00195,PF02797,PF08392,PF08541,PF08545
ath:AT4G08430	PF02902,PF09331
ath:AT3G46950	PF02043,PF02536,PF13720
ath:AT1G61040	PF03126
ath:AT1G13530	PF05431,PF06880
ath:AT3G04020	PF10615,PF11938,PF13883,PF15508
ath:AT5G46430	PF01655
ath:AT3G53070	PF02140
ath:AT3G49055	PF06009
ath:AT1G35220	PF14647,PF14648
ath:AT3G05560	PF01776
ath:AT1G75280	PF00106,PF01073,PF01113,PF01118,PF01370,PF02254,PF02719,PF03435,PF04321,PF05368,PF07993,PF08659,PF13460,PF13483
ath:AT1G27770	PF00122,PF00689,PF00690,PF00702,PF08282,PF12515,PF12710,PF13246
ath:AT1G53590	PF00168
ath:AT3G13010	PF02892,PF04937,PF05699
ath:AT1G09400	PF00724
ath:AT5G59130	PF00082,PF02225,PF05922
ath:AT5G38980	PF05498
ath:AT4G30610	PF00450,PF12697
ath:AT4G16200	PF01805
ath:AT1G71320	PF00646,PF07734,PF08268,PF12937
ath:AT1G23810	PF02671
ath:AT3G18260	PF02453
ath:AT1G63870	PF00004,PF00005,PF00560,PF00910,PF00931,PF01582,PF01637,PF03266,PF05729,PF07725,PF08433,PF09681,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13476,PF13521,PF13676,PF13855
ath:AT3G01920	PF01300
ath:AT2G16405	PF00400
ath:AT1G08070	PF01535,PF12854,PF13041,PF13431,PF13812,PF14432
ath:AT5G01400	PF01602,PF02985,PF11935,PF12295,PF13513,PF13646
ath:AT2G03980	PF00657
ath:AT1G59740	PF00854,PF04655
ath:AT2G33120	PF00957,PF01105,PF06365,PF13774
ath:AT3G23610	PF00102,PF00782,PF04179,PF13350,PF14566
ath:AT5G41460	PF02434,PF04646,PF05308
ath:AT5G14100	PF00005,PF00437,PF01293,PF01580,PF02463,PF03193,PF04665,PF05729,PF08477,PF10662,PF12846,PF13166,PF13175,PF13191,PF13207,PF13238,PF13304,PF13401,PF13476,PF13479,PF13481,PF13521,PF13555,PF13558,PF13671
ath:AT4G25150	PF03767,PF08235,PF10307,PF11396
ath:AT4G03460	PF00023,PF12796,PF13606,PF13637,PF13857,PF13962
ath:AT3G45300	PF00441,PF02770,PF02771,PF08028,PF11794,PF14749
ath:AT1G04430	PF03141,PF07091,PF08241,PF13489,PF13847,PF15657
ath:AT1G67510	PF00069,PF00560,PF01636,PF04689,PF07714,PF08263,PF12768,PF12799,PF13855
ath:AT5G63150	PF08213
ath:AT5G54160	PF00891,PF05891,PF08100,PF12847,PF13489
ath:AT5G28340	PF00628,PF01535,PF07079,PF12854,PF12895,PF13041,PF13812
ath:AT5G15640	PF00153,PF02674
ath:AT3G53075	PF02140
ath:AT1G26120	PF00135,PF00326,PF01738,PF01832,PF02230,PF07859,PF12695,PF12697
ath:AT4G39390	PF00892,PF03151,PF05366
ath:AT3G59540	PF01781
ath:AT1G66180	PF00026,PF14541,PF14543,PF15042
ath:AT1G18670	PF00069,PF07714,PF10123,PF14531
ath:AT4G21510	PF00646
ath:AT1G62220	PF15229
ath:AT1G14710	PF13532
ath:AT3G09160	PF00076,PF13893,PF14259,PF14605
ath:AT3G10870	PF00561,PF03283,PF07819,PF11288,PF12695,PF12697
ath:AT1G80590	PF03106,PF04500
ath:AT2G17900	PF00856,PF01753,PF13424
ath:AT1G54770	PF08293,PF08698
ath:AT4G35750	PF13716
ath:AT1G76460	PF00076,PF05172,PF13893,PF14259,PF14605
ath:AT2G24020	PF02575,PF10809
ath:AT2G42390	PF12999
ath:AT5G54165	PF04386
ath:AT5G47930	PF01485,PF01667,PF02318
ath:AT4G09930	PF00350,PF01580,PF01926,PF02421,PF03193,PF04548,PF05577,PF13401
ath:AT3G62020	PF00190,PF07883,PF12973
ath:AT1G21150	PF02536
ath:AT2G16570	PF00156,PF00310,PF13230,PF13522,PF13537
ath:AT3G14510	PF00348
ath:AT5G45060	PF00004,PF00005,PF00931,PF01582,PF01637,PF03029,PF03266,PF03308,PF05729,PF07725,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13671,PF13676,PF13855
ath:AT5G05000	PF00350,PF00735,PF00931,PF01926,PF02421,PF03193,PF04548,PF04670,PF05673,PF08477,PF13191
ath:AT3G54570	PF07839,PF13178
ath:AT1G72820	PF00153
ath:AT1G58410	PF00004,PF00931,PF06918,PF12799,PF13173,PF13191,PF13207,PF13401,PF13855
ath:AT5G19240	PF12781
ath:AT5G06540	PF01535,PF05261,PF09010,PF12854,PF13041,PF13812,PF14432
ath:AT4G02130	PF01501
ath:AT3G28750	PF06746
ath:AT3G13180	PF01029,PF01189,PF01596,PF01728,PF02475,PF08704,PF09445,PF12847,PF13659,PF13847
ath:AT1G17020	PF03171,PF14226
ath:AT4G16370	PF03169
ath:AT1G09570	PF00360,PF00512,PF00989,PF01590,PF02518,PF08446,PF08448,PF13188,PF13426
ath:AT1G31430	PF01535,PF11848,PF12854,PF13041,PF13812
ath:AT1G54775	PF11437
ath:AT2G21920	PF02362,PF03754,PF08268
ath:AT5G50410	PF13454
ath:AT5G02900	PF00067
ath:AT4G12410	PF02519
ath:AT1G05610	PF00483
ath:AT2G34620	PF02536
ath:AT2G43610	PF00182,PF00187
ath:AT1G71490	PF01535,PF12854,PF13041,PF13812
ath:AT1G23980	PF00097,PF05569,PF11793,PF12678,PF12861,PF12906,PF13639,PF13920,PF13923,PF14634,PF15102
ath:AT4G34100	PF12678,PF12861,PF12906,PF13639,PF15000
ath:AT4G04960	PF00069,PF00139,PF02480,PF07714,PF11084
ath:AT3G46800	PF00130,PF00628,PF03107,PF07649
ath:AT1G19850	PF02309,PF02362,PF06507,PF09217
ath:AT5G64650	PF01196,PF05227
ath:AT4G26650	PF00076,PF13893,PF14259
ath:AT4G11080	PF00505,PF09011
ath:AT1G53440	PF00069,PF00560,PF07714,PF11721,PF12799,PF13855
ath:AT2G33290	PF00856,PF02182,PF05033
ath:AT5G38830	PF01406,PF01921,PF09190,PF09334,PF10579
ath:AT5G14270	PF00439,PF05262,PF07394,PF09726
ath:AT5G01570	PF03740,PF04156,PF08817
ath:AT1G27620	PF02458
ath:AT3G18110	PF01535,PF12854,PF13041,PF13812,PF14377
ath:AT1G67680	PF00982,PF08492,PF10602,PF12895,PF14559
ath:AT3G23780	PF00562,PF04560,PF04561,PF04563,PF04565,PF04566,PF04567,PF14825
ath:AT1G12050	PF01557,PF09298
ath:AT1G49310	PF10950
ath:AT3G05410	PF01789
ath:AT1G75130	PF00067
ath:AT5G23260	PF00319,PF01486
ath:AT3G45470	PF00097,PF01485,PF13639,PF13923
ath:AT3G27100	PF10163
ath:AT1G09575	PF04678
ath:AT3G19650	PF06737,PF09405
ath:AT4G33090	PF01433,PF06466,PF07098,PF11838,PF13485
ath:AT1G05615	PF03754
ath:AT1G26290	PF09773
ath:AT5G42965	PF00075,PF03109,PF13456
ath:AT3G55750	PF01247
ath:AT1G77960	PF00012,PF04684,PF11559
ath:AT2G03830	PF00214,PF07222,PF09716,PF09888
ath:AT1G14880	PF04749
ath:AT5G41310	PF00225,PF00307,PF11938
ath:AT4G21680	PF00854,PF07690
ath:AT3G63520	PF03055
ath:AT1G30100	PF03055
ath:AT2G25520	PF00892,PF03151,PF08449
ath:AT1G62390	PF00564,PF13414,PF13432
ath:AT5G63000	PF02466,PF02940
ath:AT5G54010	PF00201,PF04101,PF13528
ath:AT4G25000	PF00128,PF02324,PF07821
ath:AT4G17550	PF00083,PF03137,PF07690
ath:AT1G70160	PF06477
ath:AT2G39760	PF00651,PF00917
ath:AT2G47210	PF00249,PF05499,PF13921
ath:AT5G55550	PF00076,PF13893,PF14259
ath:AT4G39240	PF00646,PF01344,PF07646,PF12937,PF13415,PF13418,PF13964
ath:AT3G14680	PF00067,PF07219
ath:AT2G24190	PF00106,PF01370,PF02719,PF04321,PF08659,PF13460,PF13561
ath:AT1G18520	PF00335,PF09972
ath:AT5G05170	PF00535,PF00628,PF02318,PF03552,PF08074,PF13632,PF13641,PF14569,PF14570
ath:AT3G62190	PF00226
ath:AT3G09010	PF00069,PF01636,PF07714
ath:AT3G10720	PF01095,PF04043
ath:AT1G80440	PF00646,PF01344,PF07646,PF12937,PF13415,PF13418,PF13964
ath:AT1G32930	PF01762,PF02434,PF13334
ath:AT5G51910	PF03634
ath:AT4G22900	PF01218,PF06697
ath:AT3G58060	PF01545
ath:AT3G50780	PF00651
ath:AT3G49070	PF05055
ath:AT1G54620	PF02520,PF04043,PF10208
ath:AT1G72990	PF01301,PF02449,PF13364
ath:AT5G41315	PF00010,PF13291,PF14215
ath:AT4G35600	PF00069,PF01636,PF07714
ath:AT1G17190	PF00043,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT2G20550	PF01556
ath:AT1G76310	PF00134,PF02984,PF09402
ath:AT5G10520	PF00069,PF01636,PF07714
ath:AT4G20030	PF00076,PF04167,PF13893,PF14259
ath:AT2G42240	PF00076,PF13893,PF14259
ath:AT1G05780	PF07213,PF09446,PF09531,PF09574
ath:AT5G50580	PF00899,PF02274,PF05237,PF14913
ath:AT4G34270	PF02209,PF04176,PF05129,PF14636
ath:AT4G12580	PF14774
ath:AT3G54420	PF00182,PF00187
ath:AT2G43780	PF09813
ath:AT1G21000	PF00643,PF04640
ath:AT3G06910	PF02902
ath:AT2G34790	PF01565,PF08031
ath:AT2G38110	PF01553,PF12710
ath:AT5G24760	PF00107,PF00670,PF01262,PF02254,PF02826,PF03721,PF08240
ath:AT4G08450	PF00004,PF00005,PF00158,PF00560,PF00910,PF00931,PF01582,PF01637,PF04851,PF05729,PF07725,PF12799,PF13191,PF13207,PF13238,PF13401,PF13521,PF13676,PF13855
ath:AT3G46970	PF00343
ath:AT3G28600	PF00004,PF00005,PF00910,PF01078,PF01443,PF05496,PF05673,PF07728,PF13086,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13476,PF13481,PF13521,PF13555,PF13604,PF13671,PF14363
ath:AT1G35240	PF02309,PF02362,PF06507
ath:AT1G61060	PF00646,PF08268,PF12937
ath:AT1G13550	PF05431,PF06880,PF11462
ath:AT3G04040	PF05728
ath:AT3G13030	PF04937,PF05699
ath:AT5G60860	PF00005,PF00009,PF00025,PF00071,PF01926,PF02421,PF03193,PF04670,PF07728,PF08477,PF09439,PF13173,PF13175,PF13191,PF13401,PF13555
ath:AT5G59150	PF00005,PF00009,PF00025,PF00071,PF01926,PF02421,PF03193,PF04270,PF04670,PF08477,PF09439,PF10662,PF13173,PF13175,PF13191,PF13401,PF13479,PF14165
ath:AT5G46450	PF00004,PF00005,PF00560,PF00910,PF00931,PF01582,PF01637,PF03969,PF04665,PF05729,PF07725,PF12799,PF13173,PF13191,PF13207,PF13238,PF13306,PF13401,PF13676,PF13855
ath:AT3G53090	PF00612,PF00632
ath:AT3G05580	PF00149
ath:AT2G15090	PF00195,PF02797,PF05545,PF08392,PF08541,PF08545
ath:AT1G09420	PF00479,PF02781
ath:AT4G30630	PF01608,PF10224
ath:AT4G16220	PF00657
ath:AT3G27270	PF03798
ath:AT1G49480	PF02362
ath:AT1G71340	PF03009,PF13653
ath:AT3G18280	PF00234,PF01590,PF14368
ath:AT5G42810	PF06090
ath:AT4G04810	PF01641
ath:AT5G64500	PF03137,PF05977,PF07690
ath:AT4G26500	PF01722,PF02657
ath:AT1G59760	PF00270,PF00271,PF01637,PF04851,PF08148,PF13234,PF13245
ath:AT3G01940	PF10332,PF11820
ath:AT1G08090	PF07690
ath:AT1G05785	PF04178
ath:AT1G19700	PF00046,PF05920,PF07526
ath:AT5G01420	PF00462,PF04908
ath:AT4G03480	PF00023,PF12796,PF13606,PF13637,PF13857,PF13962
ath:AT1G61065	PF06749
ath:AT2G25690	PF04570,PF06467
ath:AT3G23630	PF00005,PF00910,PF01695,PF01715,PF01745,PF02562,PF06414,PF09848,PF12802,PF13207,PF13238,PF13401,PF13481,PF13555,PF13671
ath:AT5G41480	PF02875,PF08245
ath:AT5G23110	PF00097,PF13920,PF13923
ath:AT5G14120	PF06813
ath:AT4G08455	PF00651,PF07707,PF10138
ath:AT3G45320	PF01061
ath:AT1G04450	PF00786
ath:AT1G30270	PF00069,PF03822,PF06293,PF07714,PF14531
ath:AT1G67530	PF00514,PF04564,PF05804,PF11789,PF15227
ath:AT5G63170	PF00657
ath:AT5G15660	PF00646,PF07734,PF08268,PF12937
ath:AT3G19500	PF00010,PF04281
ath:AT5G37350	PF01163,PF01636,PF02724,PF06217,PF11081,PF11942
ath:AT3G55600	PF00430,PF03908,PF04906,PF06911,PF09753,PF14712
ath:AT1G18690	PF05637
ath:AT1G77810	PF01762,PF02434,PF13334
ath:AT3G23633	PF07734,PF08268
ath:AT4G21530	PF00400,PF12894,PF12896
ath:AT1G14730	PF03188,PF06127,PF13572,PF13703
ath:AT3G09180	PF00758,PF11571
ath:AT3G10890	PF00150,PF02449,PF11087,PF12876,PF13454
ath:AT1G76480	PF03412
ath:AT2G17920	PF14111,PF14392
ath:AT2G26910	PF00004,PF00005,PF01061,PF03193,PF05496,PF05729,PF06855,PF08370,PF08411,PF13086,PF13191,PF13207,PF13245,PF13304,PF13476,PF13481,PF13521,PF13555,PF13558,PF13671,PF14510
ath:AT1G54790	PF00657
ath:AT2G02350	PF14299
ath:AT3G23635	PF08137
ath:AT5G55400	PF00307,PF06933,PF11971,PF12763
ath:AT4G35770	PF00581
ath:AT2G24040	PF01679
ath:AT5G47950	PF02458
ath:AT5G10690	PF00571,PF01535,PF12854,PF13041,PF13812,PF14559
ath:AT5G05020	PF01190,PF13620
ath:AT4G09950	PF00350,PF01926,PF02421,PF03193,PF04037,PF04548,PF08317,PF13166
ath:AT3G62040	PF00702,PF12689,PF13242,PF13419
ath:AT1G21170	PF04124,PF08700,PF15469
ath:AT3G14530	PF00348
ath:AT3G23637	PF01616,PF04751,PF05625,PF08137
ath:AT5G45080	PF01582,PF13676,PF14299
ath:AT5G06560	PF03962,PF04576
ath:AT4G21534	PF00781
ath:AT4G02150	PF00514,PF01602,PF01749,PF02985,PF04826,PF08216,PF10508,PF13513,PF13646
ath:AT3G55605	PF02330
ath:AT3G54590	PF04554
ath:AT3G50630	PF02234
ath:AT3G28770	PF06746
ath:AT1G72840	PF00931,PF01582,PF07725,PF12799,PF13173,PF13191,PF13401,PF13676,PF13855
ath:AT2G38280	PF00962
ath:AT2G25697	PF02928
ath:AT1G58430	PF00657,PF13472
ath:AT1G77815	PF05472,PF13456
ath:AT5G19260	PF11250
ath:AT3G24810	PF02234
ath:AT1G17040	PF00017,PF13385
ath:AT2G20400	PF00249,PF14379
ath:AT2G16592	PF14368
ath:AT4G16390	PF01535,PF04733,PF12854,PF13041,PF13812
ath:AT2G21940	PF00004,PF01121,PF01202,PF13189,PF13207,PF13238,PF13555,PF13671
ath:AT3G19508	PF05347,PF13232
ath:AT1G09590	PF01157,PF05889
ath:AT1G31450	PF00026,PF14541,PF14543
ath:AT1G68710	PF00122,PF00702,PF08282,PF10643,PF12710,PF13246,PF13314
ath:AT5G50430	PF00179,PF04103,PF05773
ath:AT5G02920	PF00646,PF07723,PF12799,PF12937,PF13855
ath:AT4G12430	PF02358,PF10130
ath:AT1G05630	PF03372
ath:AT2G34640	PF00549,PF11332
ath:AT2G43630	PF12301
ath:AT2G16594	PF14368
ath:AT5G42980	PF00085,PF00578,PF01293,PF06110,PF07449,PF08534,PF13098,PF13380,PF13899,PF13905,PF14595
ath:AT5G24610	PF03048
ath:AT5G10695	PF01363,PF04828,PF09963,PF12773
ath:AT4G34120	PF00571
ath:AT3G46820	PF00149,PF01950
ath:AT1G13400	PF13912
ath:AT1G19870	PF00612,PF13178
ath:AT2G16595	PF03896
ath:AT5G64670	PF00828
ath:AT5G60710	PF00092,PF00097,PF00628,PF05762,PF08746,PF09967,PF12678,PF12861,PF13519,PF13639,PF13768,PF13920,PF13923,PF14569,PF14570,PF14624,PF14634
ath:AT4G26670	PF02466
ath:AT4G08300	PF00892
ath:AT1G53460	PF03961,PF12761
ath:AT5G59000	PF01698,PF03012,PF03247,PF03286,PF03344,PF03666,PF04546,PF04712,PF04889,PF05327,PF05642,PF06658,PF07701,PF08374,PF08432,PF08595,PF09073,PF09184,PF10214,PF10310,PF11705,PF11719,PF12906,PF14153,PF14522
ath:AT5G38850	PF00004,PF00005,PF00485,PF00560,PF00931,PF01078,PF01582,PF01637,PF01695,PF02562,PF03205,PF05729,PF07725,PF09681,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13476,PF13521,PF13555,PF13676,PF13855
ath:AT5G23280	PF03634
ath:AT5G14290	PF08561,PF09176
ath:AT5G01590	PF14237
ath:AT3G45490	PF13456
ath:AT3G27120	PF00004,PF00005,PF01078,PF01695,PF05496,PF06068,PF07724,PF07728,PF09336,PF13173,PF13207,PF13245,PF13401,PF13481,PF13671
ath:AT3G18130	PF00400,PF02239,PF07210,PF08662,PF11715
ath:AT1G12070	PF02115
ath:AT1G49330	PF02892,PF04032
ath:AT3G05430	PF00855,PF02364
ath:AT1G63740	PF00004,PF00005,PF00560,PF00910,PF00931,PF00940,PF01078,PF01582,PF01637,PF02456,PF05729,PF07725,PF08298,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13476,PF13479,PF13521,PF13676,PF13855
ath:AT2G29180	PF00001,PF01541,PF05255
ath:AT3G19670	PF00397,PF01846
ath:AT5G56900	PF00642,PF04676,PF04677
ath:AT4G18900	PF00400,PF07543,PF08801,PF11715
ath:AT4G04985	PF04793,PF14541
ath:AT3G55770	PF00412
ath:AT1G77980	PF00319,PF01486
ath:AT2G03850	PF02987,PF12732
ath:AT1G59610	PF00009,PF00169,PF00350,PF01031,PF01926,PF02212,PF04548,PF15409,PF15413
ath:AT5G41330	PF02214
ath:AT4G03330	PF00015,PF00804,PF05739,PF06024,PF09177,PF14523
ath:AT3G63540	PF01789
ath:AT2G47230	PF05266,PF05641
ath:AT1G30120	PF02779,PF02780
ath:AT2G25540	PF00535,PF02318,PF03552,PF13632,PF13641,PF14569,PF14570
ath:AT5G63020	PF00005,PF00931,PF05729,PF12799,PF13191,PF13207,PF13238,PF13401,PF13855
ath:AT5G54030	PF00130,PF03107,PF07649
ath:AT5G15510	PF06886
ath:AT4G25020	PF00467,PF01585,PF12656
ath:AT4G17570	PF00320,PF13919
ath:AT1G04300	PF00917
ath:AT1G70180	PF00536,PF07647,PF09597
ath:AT2G39780	PF00445
ath:AT5G55570	PF00684,PF01155,PF01396,PF06677,PF07282,PF08271,PF08792,PF10954
ath:AT5G37200	PF00097,PF05883,PF11793,PF12678,PF12861,PF12906,PF13445,PF13639,PF13920,PF13923,PF14446,PF14570,PF14634
ath:AT5G28210	PF00102,PF00782,PF01068,PF01331,PF03162,PF03919,PF13350,PF14566
ath:AT4G39260	PF00076,PF13893,PF14259
ath:AT3G59410	PF00069,PF01636,PF03129,PF05773,PF07714,PF12745,PF13393,PF14531
ath:AT1G18540	PF01159,PF03868,PF05327,PF10502
ath:AT1G66050	PF00097,PF00628,PF02182,PF12678,PF13445,PF13639,PF13920,PF13923,PF14634,PF15227
ath:AT3G22150	PF01535,PF12854,PF12921,PF13041,PF13812
ath:AT5G05190	PF04690,PF11331
ath:AT3G09030	PF02214
ath:AT3G10740	PF02018,PF06964,PF12712
ath:AT1G80460	PF00370,PF02782
ath:AT1G32950	PF00082,PF02225,PF05922
ath:AT5G51930	PF00070,PF00732,PF00890,PF01266,PF01494,PF03486,PF05199,PF05834,PF07992,PF13450
ath:AT4G22920	PF12638
ath:AT4G18905	PF00400,PF08801,PF11715
ath:AT4G13930	PF00464,PF01212
ath:AT4G35620	PF00134,PF02984
ath:AT2G20570	PF00249
ath:AT5G47800	PF00651,PF03000
ath:AT5G10540	PF01432,PF12574,PF12805,PF13398
ath:AT4G20050	PF12708
ath:AT4G09800	PF00416,PF05833,PF14579
ath:AT1G68880	PF00170,PF02995,PF03131,PF06156,PF06295,PF07716,PF09789,PF10224,PF13863
ath:AT2G16440	PF00158,PF00493,PF01078,PF03755,PF07726,PF07728,PF14532,PF14551
ath:AT4G34290	PF02201
ath:AT3G54440	PF00703,PF02836,PF02837,PF02929,PF11327
ath:AT3G24982	PF00560,PF12799,PF13855,PF15185
ath:AT2G38130	PF00583,PF08445,PF13302,PF13508,PF13523,PF13527,PF13673,PF14542
ath:AT1G61080	PF06148
ath:AT1G13570	PF00646,PF07723,PF08387,PF13855
ath:AT3G06930	PF01728,PF02475,PF02527,PF03602,PF05175,PF05185,PF06325,PF08003,PF08241,PF08242,PF10294,PF12847,PF13489,PF13649,PF13659,PF13679,PF13847
ath:AT5G24780	PF03767
ath:AT5G19110	PF14541,PF14543
ath:AT5G06410	PF00226,PF07743,PF15326
ath:AT4G08470	PF00069,PF01636,PF07387,PF07714,PF14531
ath:AT4G02000	PF14111,PF14392
ath:AT3G46990	PF05340
ath:AT3G28620	PF00097,PF02940,PF03854,PF08746,PF11793,PF12678,PF12861,PF12906,PF13639,PF13771,PF13832,PF13920,PF13923,PF14446,PF14570,PF14634
ath:AT1G35260	PF00407,PF10604
ath:AT3G09035	PF00139
ath:AT3G04060	PF02365
ath:AT3G13050	PF00083,PF05977,PF06779,PF07690,PF12832,PF13347
ath:AT5G46470	PF00004,PF00005,PF00560,PF00625,PF00910,PF00931,PF01582,PF01637,PF05729,PF07725,PF08477,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13476,PF13479,PF13676,PF13855
ath:AT1G09440	PF00069,PF01636,PF07714
ath:AT1G31300	PF03798
ath:AT4G30650	PF01679
ath:AT3G27290	PF12937
ath:AT1G71360	PF06588,PF07738,PF08782,PF12513,PF14652
ath:AT1G23850	PF06422
ath:AT5G42830	PF02458
ath:AT4G04830	PF01641
ath:AT1G19720	PF01535,PF07755,PF12854,PF13041,PF13429,PF13812,PF14432
ath:AT5G64520	PF08423,PF13481
ath:AT4G26520	PF00274
ath:AT1G59780	PF00931,PF03528,PF12799,PF13173,PF13191,PF13207,PF13401,PF13671,PF13855
ath:AT2G33160	PF00295,PF12708,PF13456
ath:AT1G53310	PF00311,PF14010
ath:AT5G38700	PF05553
ath:AT5G01440	PF03439,PF05193
ath:AT2G07340	PF01920,PF02996,PF04111,PF04899,PF06009,PF06103,PF09450,PF10473,PF10779,PF10828,PF10963,PF11180,PF12718,PF14712,PF15456
ath:AT1G75000	PF01151
ath:AT1G30290	PF00637,PF01535,PF03377,PF06239,PF12854,PF13041,PF13812,PF13840
ath:AT5G23130	PF01476
ath:AT5G14140	PF00096,PF13894
ath:AT4G25190	PF04484
ath:AT3G19520	PF04776
ath:AT1G04470	PF05664,PF06152
ath:AT1G67550	PF00449,PF00547,PF00699,PF01979,PF04909,PF07969,PF13147,PF13594
ath:AT5G63190	PF02847
ath:AT5G37370	PF03371
ath:AT5G28380	PF00628,PF01535,PF07079,PF12854,PF12895,PF13041,PF13812
ath:AT5G15680	PF14222,PF14225,PF14228
ath:AT3G59580	PF00564,PF02042,PF12728,PF13518
ath:AT1G26160	PF01966,PF13023
ath:AT3G55620	PF01912
ath:AT1G45545	PF05701
ath:AT1G77830	PF00097,PF11789,PF12678,PF12861,PF13639,PF13920,PF13923,PF14634,PF14835
ath:AT4G21550	PF02362
ath:AT1G62260	PF00515,PF01535,PF12854,PF12895,PF13041,PF13812
ath:AT1G14750	PF00134,PF02984
ath:AT1G70030	PF01329,PF02671,PF07766,PF14244
ath:AT2G17940	PF05701
ath:AT2G26930	PF00288,PF08544,PF10392
ath:AT2G02370	PF09335
ath:AT5G07910	PF00560,PF12078,PF12799,PF13306,PF13855,PF14580
ath:AT4G39110	PF00069,PF05545,PF07714,PF11721,PF12819
ath:AT4G35790	PF00168,PF00614,PF12357,PF13091
ath:AT4G17420	PF01987
ath:AT4G09970	PF02536,PF13845
ath:AT2G39630	PF00535,PF10111,PF13641
ath:AT1G62262	PF03595
ath:AT2G24060	PF00707,PF05198,PF05887
ath:AT3G22000	PF01657
ath:AT5G47970	PF00977,PF01207
ath:AT5G05040	PF00031
ath:AT3G62060	PF03283
ath:AT1G80310	PF00916
ath:AT1G21190	PF00462,PF01423,PF09957
ath:AT1G58450	PF00343,PF00515,PF05816,PF07719,PF08717,PF13174,PF13181,PF13414,PF13424,PF13428,PF13432,PF14559,PF14853,PF14938
ath:AT3G14550	PF00348
ath:AT5G06580	PF01565,PF02754,PF02913,PF04981,PF08975
ath:AT4G02170	PF05553
ath:AT3G50650	PF03514
ath:AT3G28790	PF06746
ath:AT1G72860	PF00931,PF01582,PF07725,PF08937,PF12799,PF13191,PF13401,PF13676,PF13855
ath:AT5G19280	PF00481,PF00498,PF13672
ath:AT3G24830	PF00572
ath:AT1G17060	PF00067,PF15420
ath:AT2G20420	PF00549,PF03313,PF08442,PF13549,PF13607,PF15632
ath:AT1G14755	PF07333
ath:AT2G21960	PF11299
ath:AT2G42110	PF14571
ath:AT1G05650	PF00295,PF12708,PF13229
ath:AT1G31470	PF04930,PF05656,PF06813,PF07690
ath:AT1G68730	PF05129,PF05180
ath:AT5G50450	PF01753,PF05192,PF08238
ath:AT5G02940	PF02080,PF06241
ath:AT2G34660	PF00005,PF00350,PF00437,PF00664,PF01926,PF01935,PF02463,PF03193,PF03205,PF08477,PF10412,PF12846,PF13191,PF13304,PF13476,PF13481,PF13555
ath:AT2G43650	PF04000,PF09368
ath:AT4G34140	PF01585,PF12656
ath:AT4G26690	PF03009,PF10787
